sale_id,sale_date,store_id,product_id,quantity
KS-31795,2021-01-12,ST-30,P-75,8
RD-4186,2022-10-29,ST-47,P-51,6
UV-27862,2021-09-28,ST-62,P-59,2
OE-16487,2021-04-25,ST-52,P-49,9
EF-701294,2021-09-15,ST-7,P-8,10
EH-35904,2022-12-10,ST-40,P-40,5
ZS-04020,2021-01-06,ST-6,P-62,8
QW-50011,2022-04-03,ST-60,P-31,3
BF-247521,2021-06-24,ST-13,P-54,1
RO-88867,2023-05-13,ST-12,P-67,4
GE-280182,2022-02-06,ST-20,P-74,8
VD-2050,2023-09-29,ST-68,P-18,7
ZG-2024,2023-03-20,ST-16,P-38,6
FW-245806,2022-12-01,ST-37,P-58,8
PL-77265,2021-10-21,ST-60,P-49,5
ED-85688,2022-12-19,ST-15,P-63,9
CQ-423792,2021-10-05,ST-51,P-14,7
MR-892559,2022-06-09,ST-54,P-88,5
XU-65137,2021-04-10,ST-22,P-59,8
EV-636653,2020-02-07,ST-47,P-87,7
XI-336878,2024-03-25,ST-35,P-11,6
TG-8482,2022-03-28,ST-9,P-52,8
TE-31405,2024-01-07,ST-21,P-88,9
RY-655770,2024-04-19,ST-49,P-64,7
VS-6560,2020-02-01,ST-11,P-36,4
CO-23364,2020-12-11,ST-35,P-4,7
JD-4335,2024-01-22,ST-13,P-63,2
HV-28758,2020-10-25,ST-3,P-77,4
NC-053787,2022-06-06,ST-75,P-68,10
BR-39991,2023-12-14,ST-13,P-63,7
WS-474116,2024-01-27,ST-7,P-10,9
AW-592458,2023-11-21,ST-44,P-60,4
ZO-524192,2022-10-10,ST-47,P-21,6
II-6001,2021-04-10,ST-36,P-3,8
MU-13820,2021-02-10,ST-41,P-86,2
AW-4881,2024-03-05,ST-53,P-23,2
PT-3016,2023-05-20,ST-11,P-42,6
FF-582537,2023-05-23,ST-52,P-6,9
ZB-8254,2020-07-24,ST-23,P-49,5
MF-00352,2023-12-30,ST-23,P-16,3
HM-5362,2021-05-13,ST-54,P-63,9
ZM-634511,2024-03-04,ST-3,P-65,4
IK-73614,2024-06-21,ST-47,P-34,7
VP-3327,2023-12-23,ST-69,P-39,4
QG-644108,2020-06-12,ST-26,P-86,5
BP-343398,2024-04-30,ST-74,P-59,10
UI-5542,2020-10-01,ST-51,P-74,8
FQ-80897,2022-11-16,ST-74,P-17,7
FW-6047,2023-03-10,ST-59,P-82,10
BC-651247,2020-02-14,ST-71,P-10,4
XM-8603,2022-05-29,ST-56,P-59,9
KL-799113,2020-04-11,ST-59,P-82,10
LQ-808140,2020-02-26,ST-54,P-61,2
CW-033572,2021-11-02,ST-8,P-80,6
PL-2560,2021-02-10,ST-68,P-3,6
BS-70472,2022-01-04,ST-36,P-19,3
TT-947688,2022-01-10,ST-19,P-69,5
EN-73389,2020-08-13,ST-56,P-58,7
WC-7866,2023-10-19,ST-36,P-3,10
MJ-177559,2023-10-03,ST-62,P-18,5
OS-989436,2023-07-18,ST-48,P-6,2
VQ-886289,2023-10-14,ST-49,P-47,8
VG-25873,2020-12-09,ST-49,P-53,7
RA-2811,2022-02-23,ST-44,P-35,5
TI-6519,2020-07-12,ST-64,P-22,4
PF-2866,2021-02-27,ST-22,P-74,6
ZW-22906,2023-10-03,ST-3,P-70,2
YS-79290,2023-05-12,ST-56,P-17,10
LJ-969540,2020-04-27,ST-58,P-71,10
CD-6995,2021-01-25,ST-20,P-15,1
UU-8078,2023-02-06,ST-35,P-70,2
TA-97183,2021-05-04,ST-44,P-26,10
QO-662631,2021-03-08,ST-4,P-15,2
MO-879998,2024-07-25,ST-5,P-1,1
ZG-8739,2022-11-02,ST-68,P-17,9
MU-119969,2020-01-31,ST-48,P-36,7
NJ-42083,2020-05-19,ST-71,P-41,4
JZ-461331,2023-10-27,ST-25,P-12,9
ZJ-945395,2022-12-20,ST-28,P-8,5
UA-70947,2021-01-08,ST-64,P-25,3
OU-5991,2020-10-17,ST-28,P-88,8
AE-86540,2022-09-14,ST-35,P-76,7
LT-9593,2023-05-25,ST-43,P-11,8
VK-7423,2022-09-21,ST-75,P-65,10
VP-84003,2020-01-30,ST-46,P-63,5
XX-4068,2020-02-11,ST-62,P-50,2
HG-77280,2023-10-11,ST-12,P-44,4
UV-8072,2024-04-17,ST-50,P-6,6
NH-228130,2024-03-18,ST-23,P-86,4
JY-501143,2020-06-28,ST-10,P-31,10
ZE-1115,2022-04-18,ST-48,P-16,7
QV-190194,2021-03-23,ST-43,P-73,3
AU-9873,2023-04-21,ST-42,P-73,9
IP-3893,2021-12-11,ST-8,P-66,1
IR-2886,2020-07-31,ST-55,P-39,1
ZO-3428,2022-12-09,ST-18,P-64,3
OZ-7251,2023-09-11,ST-47,P-50,3
MR-90013,2021-11-23,ST-20,P-22,1
UL-3629,2022-05-01,ST-22,P-19,5
EV-3797,2021-04-18,ST-51,P-88,3
HD-112387,2020-05-30,ST-20,P-79,3
JX-74565,2021-02-28,ST-37,P-86,5
XA-4001,2020-07-08,ST-60,P-71,3
KK-9496,2023-11-29,ST-73,P-53,8
BT-023858,2022-07-05,ST-20,P-74,1
RE-196771,2021-10-23,ST-52,P-47,8
ZN-64718,2023-04-22,ST-16,P-37,7
YK-4952,2024-01-12,ST-15,P-35,1
RP-916571,2023-06-23,ST-75,P-88,2
ZD-455067,2020-08-20,ST-12,P-19,3
LB-8054,2024-10-11,ST-22,P-12,10
AQ-91241,2023-01-10,ST-58,P-84,8
MU-935112,2024-06-03,ST-42,P-72,1
AJ-385253,2024-07-13,ST-24,P-85,10
XX-939944,2023-02-21,ST-17,P-39,1
HY-123083,2022-06-24,ST-9,P-68,5
FF-98559,2023-06-03,ST-1,P-65,9
KW-0453,2022-03-16,ST-10,P-70,1
ZA-8378,2023-05-14,ST-8,P-8,9
WK-45943,2021-01-11,ST-36,P-52,3
JF-91998,2022-05-21,ST-44,P-87,9
UL-49763,2024-03-10,ST-21,P-61,8
CZ-098582,2024-08-07,ST-45,P-31,5
UI-15560,2022-02-16,ST-41,P-22,6
WJ-04354,2023-11-22,ST-28,P-17,3
QP-9881,2020-08-12,ST-48,P-76,2
KA-463895,2020-07-21,ST-74,P-52,8
TB-31115,2020-09-19,ST-52,P-59,10
HJ-5029,2022-07-16,ST-20,P-84,9
SA-6752,2023-01-11,ST-52,P-9,8
JX-231095,2020-04-23,ST-50,P-42,3
OJ-28265,2022-01-25,ST-24,P-79,1
GF-519983,2020-10-26,ST-12,P-54,1
UT-026632,2024-07-09,ST-5,P-56,7
DI-40315,2021-08-30,ST-23,P-53,2
RA-28306,2021-09-17,ST-11,P-33,10
DD-36694,2021-05-15,ST-13,P-63,3
DG-6416,2020-12-19,ST-34,P-59,8
JI-9617,2020-08-25,ST-14,P-20,7
IP-41506,2022-04-28,ST-49,P-56,10
SR-36108,2024-09-19,ST-2,P-44,2
MP-8218,2024-06-17,ST-16,P-35,1
EI-198046,2022-01-01,ST-71,P-5,6
PZ-0973,2021-12-14,ST-31,P-20,6
TA-8917,2023-11-25,ST-3,P-56,9
DD-04667,2021-10-13,ST-23,P-54,9
JJ-01545,2020-12-06,ST-8,P-2,6
RD-12796,2023-08-07,ST-23,P-86,4
IJ-9849,2024-10-27,ST-40,P-52,9
ER-79413,2023-09-24,ST-20,P-73,6
TV-8158,2023-05-07,ST-52,P-47,6
PV-7811,2023-10-21,ST-19,P-82,2
LI-138717,2023-03-03,ST-59,P-66,8
TH-8485,2023-08-31,ST-21,P-84,8
DI-5123,2022-01-10,ST-55,P-79,3
PR-75791,2024-04-08,ST-28,P-5,10
QQ-4078,2020-08-11,ST-54,P-89,9
SJ-1233,2023-04-10,ST-53,P-85,7
TC-5655,2023-12-25,ST-7,P-54,4
GL-833373,2020-03-09,ST-47,P-62,3
PX-399358,2024-09-18,ST-57,P-55,4
NO-819140,2024-04-01,ST-5,P-84,8
PQ-311007,2023-07-05,ST-14,P-81,7
FV-837881,2023-12-11,ST-29,P-80,4
MZ-70510,2024-04-24,ST-49,P-54,1
ND-73590,2022-04-29,ST-44,P-74,9
SW-3419,2021-09-13,ST-25,P-55,4
OL-86470,2022-03-27,ST-22,P-74,9
ZU-83425,2024-01-08,ST-73,P-68,5
BM-455885,2024-03-24,ST-12,P-87,9
TP-54896,2024-04-14,ST-48,P-83,2
CL-512217,2022-01-23,ST-72,P-74,5
JU-40851,2021-04-07,ST-50,P-16,9
YR-4454,2020-09-10,ST-16,P-52,10
SF-672139,2023-06-07,ST-43,P-87,5
DD-507560,2022-04-27,ST-7,P-54,9
TS-30330,2020-10-02,ST-66,P-36,6
LV-451858,2021-05-18,ST-29,P-51,3
UG-48483,2023-08-30,ST-50,P-38,7
WJ-210680,2024-01-21,ST-4,P-42,3
XT-5864,2020-07-05,ST-63,P-72,7
US-21019,2020-03-26,ST-5,P-13,5
OA-5240,2024-03-16,ST-55,P-52,8
GK-492709,2023-11-23,ST-9,P-28,7
VO-0566,2023-12-21,ST-72,P-40,2
EJ-447175,2021-05-05,ST-4,P-70,6
LZ-45900,2020-06-21,ST-2,P-46,9
TR-532789,2024-09-14,ST-67,P-37,8
EN-8976,2021-03-19,ST-44,P-64,10
MC-17143,2022-11-07,ST-3,P-7,3
DS-71471,2023-08-13,ST-36,P-17,7
WD-318834,2024-04-12,ST-66,P-23,5
UG-601900,2024-05-29,ST-69,P-78,1
TC-25611,2024-04-14,ST-29,P-16,4
ZC-704603,2023-06-22,ST-45,P-57,4
MP-82842,2023-04-03,ST-75,P-84,10
UQ-68929,2022-03-07,ST-43,P-2,5
CB-770680,2022-01-30,ST-71,P-66,4
KX-162452,2022-11-10,ST-71,P-58,10
OX-10145,2021-05-20,ST-9,P-61,3
AN-20732,2022-12-30,ST-40,P-51,1
PX-4525,2022-10-01,ST-15,P-85,2
GD-68203,2023-06-13,ST-4,P-73,2
NL-06333,2024-05-21,ST-23,P-61,5
HY-74395,2023-05-13,ST-20,P-68,8
OB-830037,2020-02-18,ST-11,P-43,8
HU-4436,2023-02-11,ST-43,P-70,4
FS-12730,2022-11-04,ST-67,P-85,9
IJ-14443,2023-09-22,ST-17,P-35,6
KN-1539,2021-03-12,ST-41,P-57,9
UW-8715,2022-01-16,ST-54,P-8,3
AC-308675,2022-10-11,ST-56,P-6,9
XJ-42242,2020-12-06,ST-9,P-58,2
ZF-8810,2021-12-10,ST-38,P-85,8
VN-9785,2022-05-25,ST-2,P-21,3
LH-39740,2022-10-27,ST-61,P-27,5
DT-33472,2023-07-05,ST-42,P-45,10
RT-45155,2023-07-06,ST-2,P-30,3
NM-079724,2022-03-17,ST-34,P-35,8
RY-441712,2022-11-06,ST-14,P-61,10
PC-7882,2020-02-17,ST-23,P-76,5
YJ-162161,2024-01-09,ST-23,P-84,9
GG-48876,2023-02-04,ST-69,P-24,7
UV-8775,2023-10-01,ST-11,P-31,4
WN-0737,2022-03-18,ST-5,P-22,5
TB-94546,2023-03-03,ST-11,P-72,3
FE-644256,2023-05-02,ST-63,P-50,5
TU-930080,2024-09-21,ST-41,P-38,3
ZM-04485,2021-09-22,ST-26,P-25,5
CX-132908,2020-01-12,ST-70,P-47,9
QQ-0904,2022-08-15,ST-13,P-64,8
MI-6800,2023-03-23,ST-1,P-57,2
GC-69514,2022-11-23,ST-31,P-13,10
JO-974313,2023-01-22,ST-68,P-3,8
IC-156605,2020-07-11,ST-30,P-36,3
EC-00899,2022-04-05,ST-65,P-85,6
TP-81113,2024-02-22,ST-29,P-85,6
QN-21983,2024-04-16,ST-32,P-22,6
EF-66062,2024-11-03,ST-23,P-81,3
TO-963085,2020-07-25,ST-59,P-2,1
TL-21431,2024-11-06,ST-15,P-10,2
ST-58739,2022-08-14,ST-58,P-40,1
KB-5630,2020-04-14,ST-24,P-43,3
BW-5533,2023-12-19,ST-2,P-63,9
OF-28296,2023-03-20,ST-38,P-88,5
QD-5899,2022-06-09,ST-49,P-6,10
SU-387015,2021-08-19,ST-71,P-47,1
LY-9353,2024-09-26,ST-66,P-79,6
NJ-775054,2021-11-04,ST-65,P-78,10
AZ-3063,2021-09-10,ST-59,P-48,2
BX-39594,2024-10-23,ST-48,P-57,4
PL-9984,2023-11-22,ST-8,P-50,3
MQ-08898,2021-11-08,ST-46,P-19,10
GS-670701,2022-05-12,ST-21,P-7,7
QV-68053,2021-11-30,ST-39,P-73,7
BM-5603,2024-08-13,ST-5,P-11,7
IV-0256,2024-03-30,ST-51,P-12,10
IQ-97811,2024-06-14,ST-68,P-82,5
MX-1122,2020-09-29,ST-45,P-47,3
OO-15215,2020-05-23,ST-54,P-23,2
QC-13415,2020-12-22,ST-63,P-43,3
XK-3421,2023-07-02,ST-35,P-63,1
EH-81858,2022-02-17,ST-62,P-70,4
RL-934837,2024-03-27,ST-10,P-23,1
GB-66084,2023-05-04,ST-62,P-83,4
KE-75419,2022-07-02,ST-72,P-57,1
UA-0064,2021-03-20,ST-60,P-14,8
WM-023948,2020-10-18,ST-64,P-87,10
GA-2780,2020-04-30,ST-22,P-41,1
MI-54830,2021-06-30,ST-25,P-54,5
LZ-55667,2021-06-30,ST-23,P-83,4
RP-408377,2021-06-08,ST-46,P-75,1
LH-4845,2024-03-02,ST-65,P-9,3
QQ-62442,2023-05-04,ST-12,P-4,1
XI-590080,2023-09-08,ST-21,P-74,2
BY-189641,2022-01-11,ST-16,P-58,2
BA-6022,2022-02-23,ST-65,P-18,6
VM-213578,2023-09-14,ST-44,P-1,6
ND-955740,2023-12-29,ST-24,P-59,5
OG-423154,2022-03-27,ST-45,P-43,1
FX-89935,2023-01-24,ST-26,P-81,1
DD-7604,2020-04-22,ST-16,P-62,9
DR-5274,2023-08-13,ST-7,P-50,2
CJ-9614,2023-12-30,ST-53,P-26,2
ZJ-5588,2024-05-04,ST-33,P-22,7
XE-667124,2021-12-08,ST-5,P-76,3
LV-82019,2024-03-14,ST-32,P-28,10
HC-25398,2020-04-06,ST-52,P-68,10
PC-17360,2021-04-12,ST-40,P-76,7
UH-1559,2023-07-30,ST-40,P-80,10
ED-75719,2022-04-06,ST-12,P-85,8
GE-644678,2021-05-10,ST-57,P-55,9
OA-39678,2020-05-19,ST-55,P-76,6
OE-86327,2022-02-22,ST-67,P-74,9
HN-159720,2023-10-20,ST-25,P-6,9
SK-39121,2020-08-15,ST-70,P-76,8
KE-077338,2022-09-25,ST-73,P-14,5
TL-42981,2023-10-02,ST-11,P-29,9
OU-1258,2023-01-10,ST-57,P-27,10
EY-50318,2021-09-27,ST-10,P-27,9
TI-45234,2020-09-29,ST-32,P-4,3
NE-32755,2021-07-29,ST-21,P-26,3
KE-9627,2020-01-16,ST-13,P-2,4
LO-743043,2021-02-18,ST-31,P-43,10
KT-439116,2022-01-25,ST-58,P-35,2
AI-968836,2023-02-28,ST-13,P-28,5
TU-6611,2023-02-22,ST-32,P-57,8
IW-020022,2021-08-29,ST-60,P-22,5
EX-2226,2022-12-20,ST-50,P-35,1
QA-393988,2022-03-21,ST-55,P-2,9
AA-80848,2022-03-29,ST-19,P-54,10
OZ-099821,2024-03-24,ST-14,P-61,10
JJ-0541,2022-07-29,ST-45,P-41,9
WA-7352,2021-12-29,ST-36,P-83,1
FT-75655,2021-07-07,ST-67,P-64,6
BS-140004,2022-02-23,ST-32,P-11,3
YL-41254,2021-03-28,ST-9,P-48,7
QM-7391,2020-04-10,ST-23,P-45,5
BV-2634,2023-09-13,ST-9,P-10,2
DH-5546,2023-03-18,ST-23,P-4,2
JN-635067,2023-08-18,ST-23,P-88,7
YB-5426,2020-03-09,ST-50,P-62,1
VO-9323,2024-09-28,ST-23,P-31,1
WJ-3280,2020-04-28,ST-7,P-10,2
YL-582981,2023-03-13,ST-50,P-35,10
WN-78258,2024-01-22,ST-5,P-79,2
NH-96762,2024-03-16,ST-25,P-12,7
KW-27767,2024-10-22,ST-54,P-4,3
ZL-5877,2020-12-23,ST-26,P-38,4
CO-5070,2022-04-22,ST-20,P-52,4
FX-255678,2024-10-10,ST-66,P-12,3
EO-36412,2021-03-29,ST-50,P-79,3
YA-08127,2020-05-01,ST-50,P-2,8
TB-4782,2024-10-22,ST-39,P-38,5
AW-55983,2022-07-31,ST-70,P-89,7
CP-527978,2021-11-16,ST-12,P-68,3
QL-7957,2023-07-29,ST-28,P-74,6
NU-1943,2021-11-18,ST-11,P-71,8
TU-1890,2023-06-21,ST-29,P-17,4
IL-4929,2020-11-24,ST-68,P-85,8
BS-0525,2023-12-26,ST-13,P-72,10
IB-8977,2024-07-12,ST-67,P-28,9
DJ-137118,2024-04-12,ST-39,P-6,4
SX-94008,2024-07-06,ST-24,P-30,8
NU-99484,2021-07-18,ST-10,P-39,6
NW-374189,2024-11-12,ST-37,P-75,10
AF-3157,2021-12-22,ST-61,P-80,1
JO-62770,2023-12-07,ST-70,P-68,6
OH-53952,2020-08-18,ST-65,P-33,1
JO-926767,2020-01-05,ST-66,P-14,6
FK-33313,2024-06-05,ST-23,P-81,3
OJ-60503,2021-10-26,ST-50,P-21,10
TV-840276,2024-02-17,ST-14,P-2,1
YY-0161,2021-08-30,ST-61,P-21,6
ZB-321280,2021-10-07,ST-18,P-46,10
QA-3063,2023-08-04,ST-12,P-75,4
JP-603014,2020-01-28,ST-59,P-55,8
QK-604724,2023-04-05,ST-17,P-37,8
DO-66504,2022-11-18,ST-6,P-78,6
DE-23020,2021-09-15,ST-4,P-19,10
YE-75941,2020-02-10,ST-59,P-44,2
KE-213453,2023-08-30,ST-64,P-83,1
IV-59104,2023-05-11,ST-29,P-18,7
XI-7688,2023-07-01,ST-45,P-35,5
NU-855043,2023-03-10,ST-4,P-34,3
UM-8553,2023-01-28,ST-32,P-79,6
IN-2137,2022-05-01,ST-44,P-46,8
PH-575001,2021-03-01,ST-12,P-65,7
EK-774403,2020-11-23,ST-3,P-52,9
RR-2095,2022-10-25,ST-69,P-30,2
JJ-53324,2023-10-03,ST-50,P-41,6
PU-27977,2023-04-07,ST-75,P-34,4
HQ-5299,2022-07-31,ST-60,P-83,3
PU-850754,2020-05-02,ST-11,P-51,5
OT-016277,2020-04-05,ST-53,P-16,2
JJ-01760,2024-06-04,ST-18,P-14,2
NZ-05860,2022-04-20,ST-14,P-62,1
UQ-2930,2020-10-02,ST-7,P-25,6
ZK-0840,2021-10-27,ST-28,P-1,2
BT-04940,2022-11-16,ST-68,P-35,4
OM-3540,2024-10-03,ST-27,P-19,5
XP-2916,2024-07-28,ST-37,P-1,6
MN-9464,2021-10-11,ST-51,P-67,1
EX-4299,2020-08-16,ST-1,P-82,8
LB-88217,2021-05-23,ST-66,P-65,4
RE-4903,2021-07-01,ST-71,P-42,10
QO-44119,2021-01-22,ST-26,P-37,1
SO-740399,2020-02-20,ST-38,P-76,7
CQ-9094,2023-07-20,ST-34,P-88,9
HI-904458,2023-11-17,ST-45,P-66,6
LJ-349688,2021-09-08,ST-5,P-36,7
IW-1942,2022-05-04,ST-41,P-35,3
KJ-5396,2023-05-28,ST-24,P-9,7
JY-825616,2021-05-11,ST-57,P-61,7
HG-4552,2020-10-05,ST-34,P-82,2
UB-0636,2020-11-27,ST-60,P-70,9
JO-628338,2020-08-27,ST-38,P-70,8
KY-5322,2022-07-26,ST-64,P-52,10
AG-7011,2020-05-01,ST-23,P-21,2
WZ-8898,2024-01-16,ST-38,P-83,5
DU-59114,2023-04-27,ST-59,P-5,10
GW-814907,2021-06-20,ST-71,P-16,3
CH-469998,2024-05-13,ST-4,P-35,2
KU-32215,2024-09-04,ST-60,P-17,6
SW-1313,2022-06-02,ST-68,P-81,9
LE-48784,2024-08-21,ST-14,P-68,10
GG-2918,2023-07-17,ST-21,P-5,9
MQ-53475,2021-07-27,ST-56,P-87,3
GJ-520551,2024-09-23,ST-57,P-51,1
LW-94639,2022-03-27,ST-21,P-10,10
UC-6998,2020-04-19,ST-74,P-46,7
AD-02256,2024-03-17,ST-74,P-12,9
CM-14848,2023-07-26,ST-5,P-22,2
RN-52076,2022-05-05,ST-17,P-71,5
QW-78764,2023-12-26,ST-71,P-3,7
HR-47728,2022-05-04,ST-38,P-79,3
CD-41382,2024-11-09,ST-12,P-34,6
UR-9983,2020-08-11,ST-16,P-77,1
TA-03994,2021-08-12,ST-59,P-44,3
JE-669624,2024-02-11,ST-32,P-73,9
NR-758612,2022-09-23,ST-65,P-76,3
IN-24985,2022-05-27,ST-61,P-58,2
EA-465394,2024-07-13,ST-69,P-62,7
GS-0721,2022-04-02,ST-55,P-70,2
BO-063241,2021-02-22,ST-68,P-84,8
FD-781388,2021-02-15,ST-22,P-51,1
OB-2408,2023-02-15,ST-23,P-60,4
RH-48724,2023-03-24,ST-57,P-74,10
OR-37995,2020-07-17,ST-73,P-20,7
SE-0377,2024-08-23,ST-71,P-23,6
CH-1291,2023-04-04,ST-60,P-65,2
YF-36563,2021-09-28,ST-54,P-46,2
NE-610344,2020-06-29,ST-47,P-9,5
JV-3541,2022-05-08,ST-32,P-14,1
SO-6633,2023-01-19,ST-60,P-28,5
BD-60123,2022-04-09,ST-45,P-52,8
CL-1897,2022-02-18,ST-67,P-62,10
MK-3348,2023-09-15,ST-16,P-61,8
PP-675300,2020-10-08,ST-38,P-30,10
VJ-5930,2023-01-23,ST-9,P-5,5
AA-327558,2021-02-04,ST-42,P-18,6
KE-349501,2020-02-14,ST-8,P-68,3
LW-972681,2023-07-20,ST-7,P-2,6
GL-28478,2021-03-04,ST-44,P-50,4
HP-92756,2023-01-07,ST-58,P-27,7
PW-181544,2020-02-20,ST-11,P-10,2
WN-114359,2022-11-14,ST-44,P-38,2
ZH-9259,2020-02-07,ST-2,P-71,6
QG-1516,2020-12-21,ST-7,P-59,6
DE-890620,2020-06-20,ST-31,P-40,10
AQ-6416,2023-07-07,ST-61,P-89,2
WG-5510,2021-10-31,ST-30,P-57,8
MP-9615,2024-07-30,ST-72,P-79,5
LQ-8024,2024-06-12,ST-47,P-20,10
AC-259324,2022-08-17,ST-11,P-2,6
TZ-101255,2022-04-05,ST-66,P-22,3
KX-3506,2024-01-18,ST-7,P-59,1
JZ-43175,2021-05-02,ST-46,P-49,9
BJ-6054,2022-05-24,ST-69,P-54,9
BM-5587,2023-02-15,ST-26,P-35,4
JO-9312,2023-03-30,ST-30,P-68,1
MO-151259,2021-04-13,ST-2,P-74,9
YT-56458,2020-02-13,ST-26,P-36,4
VG-768821,2022-11-02,ST-17,P-1,6
ZO-7178,2023-10-06,ST-74,P-49,2
MH-114611,2023-06-30,ST-13,P-60,8
TO-05900,2020-07-29,ST-6,P-21,10
NB-620121,2023-12-25,ST-42,P-42,1
SR-487023,2020-07-03,ST-67,P-5,1
GB-1305,2021-01-02,ST-1,P-2,4
KB-0979,2022-02-06,ST-43,P-6,9
NF-753190,2020-05-13,ST-1,P-16,7
RJ-782022,2021-03-21,ST-54,P-38,4
PY-601451,2022-02-24,ST-6,P-58,1
JC-2514,2020-02-11,ST-32,P-62,1
DQ-95996,2020-01-04,ST-28,P-10,9
AO-987603,2024-01-19,ST-29,P-7,5
ZH-321346,2024-08-16,ST-28,P-17,10
DO-96235,2023-06-21,ST-45,P-8,1
SH-82251,2024-08-17,ST-59,P-35,5
FE-8106,2022-05-06,ST-58,P-83,4
KY-5375,2021-09-19,ST-29,P-31,7
UQ-33803,2020-11-12,ST-12,P-10,1
LI-059330,2021-02-01,ST-34,P-1,6
RL-50683,2023-11-11,ST-37,P-3,1
GJ-023056,2023-03-10,ST-26,P-80,9
PG-10483,2022-09-09,ST-44,P-8,7
VH-8218,2020-03-01,ST-47,P-70,5
WB-6353,2023-01-11,ST-37,P-66,8
NK-7174,2021-10-06,ST-69,P-12,4
PB-6627,2022-08-27,ST-61,P-36,10
CF-80744,2024-01-06,ST-52,P-59,1
NZ-7291,2023-03-20,ST-21,P-75,6
AS-398508,2020-03-09,ST-34,P-15,8
VQ-80630,2021-05-25,ST-60,P-20,1
IX-531564,2020-01-24,ST-5,P-5,8
HD-118788,2020-08-06,ST-3,P-44,7
MB-009528,2022-01-19,ST-9,P-22,1
VO-472201,2022-12-14,ST-1,P-38,2
XM-8254,2021-07-12,ST-12,P-73,6
FN-508118,2022-08-07,ST-29,P-67,2
FY-19477,2023-07-24,ST-39,P-48,10
KH-03481,2022-03-03,ST-19,P-19,10
UI-9744,2021-04-19,ST-24,P-79,4
LI-93652,2023-06-12,ST-49,P-24,5
UV-9142,2020-02-03,ST-9,P-89,9
HM-9373,2021-06-13,ST-48,P-28,10
RM-5533,2024-10-21,ST-37,P-59,6
II-95113,2024-06-11,ST-14,P-83,4
TK-91698,2021-10-20,ST-70,P-7,1
BV-5950,2021-08-14,ST-25,P-14,6
KF-543306,2023-08-03,ST-26,P-60,7
PP-7575,2023-06-24,ST-12,P-65,1
LB-17859,2021-12-14,ST-35,P-40,7
YV-4188,2022-09-17,ST-21,P-22,4
CQ-7164,2020-03-26,ST-1,P-45,1
CG-0101,2022-08-30,ST-54,P-18,6
XR-836122,2020-11-09,ST-43,P-34,4
RG-56177,2024-02-09,ST-27,P-70,2
CN-44138,2023-02-11,ST-26,P-81,1
IY-65048,2021-03-04,ST-59,P-65,3
FL-5633,2020-05-16,ST-74,P-34,6
QJ-9718,2023-05-28,ST-59,P-65,3
LP-93149,2024-05-24,ST-51,P-25,2
HQ-89123,2023-07-14,ST-60,P-9,2
XS-966537,2022-06-03,ST-71,P-87,8
KO-34185,2023-07-29,ST-30,P-5,10
XG-07666,2023-05-19,ST-66,P-64,10
XE-18216,2023-08-28,ST-21,P-42,7
ZC-7445,2024-11-03,ST-48,P-5,8
FL-92838,2020-03-16,ST-72,P-11,3
VU-69747,2020-12-30,ST-39,P-49,10
XH-1390,2021-05-20,ST-34,P-73,7
ED-619966,2021-02-13,ST-30,P-61,8
DL-856015,2023-04-07,ST-71,P-69,9
RD-436752,2020-07-19,ST-4,P-7,9
TT-5330,2021-05-06,ST-75,P-84,3
PE-092149,2020-04-28,ST-47,P-24,9
CJ-12502,2022-12-10,ST-65,P-45,4
WG-177737,2021-11-18,ST-43,P-57,9
TL-142432,2023-05-22,ST-66,P-49,2
VO-916842,2020-02-16,ST-51,P-72,7
BN-69647,2021-01-24,ST-8,P-31,6
GF-39177,2022-01-30,ST-47,P-77,3
NY-1380,2024-05-09,ST-49,P-25,1
FP-3763,2022-07-15,ST-45,P-28,4
LS-738637,2020-01-14,ST-24,P-34,8
QO-11647,2022-11-02,ST-39,P-89,3
DF-11978,2023-03-12,ST-32,P-3,7
ZB-53272,2024-01-20,ST-34,P-85,8
PX-1704,2023-05-20,ST-23,P-47,9
YS-9973,2022-05-31,ST-72,P-6,2
ST-978259,2023-04-21,ST-50,P-64,3
DS-717729,2023-01-22,ST-31,P-5,7
BH-3767,2024-04-04,ST-33,P-40,5
CP-1190,2024-10-22,ST-49,P-32,10
RM-547057,2021-07-13,ST-58,P-23,1
DD-24236,2022-10-20,ST-13,P-33,6
OD-65167,2024-04-04,ST-54,P-35,8
OD-39274,2021-08-18,ST-61,P-54,3
KV-622592,2024-05-11,ST-60,P-21,1
FK-5489,2024-05-16,ST-20,P-77,3
OR-9840,2020-02-21,ST-2,P-11,10
RY-900564,2022-05-10,ST-21,P-25,5
IX-719877,2021-05-05,ST-24,P-53,6
DI-07150,2024-03-23,ST-5,P-24,7
WG-444835,2024-11-04,ST-22,P-65,5
PR-9754,2021-12-30,ST-9,P-42,8
EJ-5510,2020-02-01,ST-14,P-29,2
CC-330895,2020-04-14,ST-62,P-4,3
ZN-240007,2022-07-13,ST-49,P-38,2
NE-851028,2020-12-27,ST-5,P-1,3
VC-28772,2020-12-29,ST-67,P-39,7
DT-434238,2021-10-21,ST-27,P-30,5
RP-56575,2022-01-19,ST-62,P-57,6
BQ-120240,2023-01-04,ST-10,P-78,6
GB-3663,2022-06-12,ST-70,P-63,8
UE-710633,2021-10-24,ST-45,P-65,1
